,Product Name,Listing Price,Sale Price,Discount,Brand,Description,Rating,Reviews,Last Visited
609,Women's adidas Originals Superstar Slip-On Shoes,7599.0,7599,0,Adidas ORIGINALS,"Slip-on on your feet and have a chic look in no time. The shoelace-free design has a sporty upper made with elastic straps that wrap around your feet, providing a cozy and comfortable fit. Its modern style stands out in the most diverse combinations, from miniskirt to flare pants.",3.5,28,2020-04-13 15:06:40
610,Women's adidas Originals Superstar Shoes,7999.0,7999,0,Adidas ORIGINALS,"First they broke into basketball. Then they climbed onstage. Now they've been around the world and back again. Born in the early '70s, adidas Superstar Shoes have been kicking it for five decades with no sign of slowing down. These trainers put a spin on classic shell-toe style. Iconic serrated 3-Stripes and a rubber cupsole keep it authentic.",1.5,14,2020-04-13 15:06:40
611,Women's adidas Originals SL Andridge Shoes,9999.0,9999,0,Adidas ORIGINALS,"You like to mix and match and make things your own. Same with the adidas SL Andridge Shoes. Flaunt the eclectic mix of satin nylon, suede and patent leather, accented with pops of retro colour. Step up to a stacked sole for a little extra height and a lot of on-trend style.",2.8,69,2020-04-13 15:06:40
612,Women's adidas Originals Superstar Shoes,7999.0,7999,0,Adidas ORIGINALS,"First they broke into basketball. Then they climbed onstage. Now they've been around the world and back again. Born in the early '70s, adidas Superstar Shoes have been kicking it for five decades with no sign of slowing down. These trainers put a spin on classic shell-toe style. Iconic serrated 3-Stripes and a rubber cupsole keep it authentic.",4.1,78,2020-04-13 15:06:40
613,Women's adidas Originals Superstar Bold Shoes,8999.0,8999,0,Adidas ORIGINALS,"Born on the basketball courts in the '70s. Adopted by the world's first b-boys and girls in the '80s. Superstar is now a lifestyle staple for streetwear enthusiasts. So why not a homage to the girls? Your perfect pairing to any ensemble, ride high on a platform sole and emulate elegance. Prefer not to follow the status quo? Even the world famous shell toe has been re-worked for a chunky, statement look. Like to keep it polished? Attract all the right attention in clean lines and glossy patent stripes and heel patch. Whether you're hanging out on lunch break or celebrating an occasion with friends, you can write the rules for the next generation.",3.4,37,2020-04-13 15:06:40
614,Women's adidas Originals NMD_R1 Shoes,12999.0,12999,0,Adidas ORIGINALS,"Don't be afraid to shine. These shoes have the best of adidas' latest technical innovations, combined with style that honours the past. A metallic colour-fade midsole and metallic midsole plugs give them a gleaming look.",2.7,80,2020-04-13 15:06:40
615,Women's adidas Originals Superstar Shoes,7999.0,7999,0,Adidas ORIGINALS,"First they broke into basketball. Then they climbed onstage. Now they've been around the world and back again. Born in the early '70s, adidas Superstar Shoes have been kicking it for five decades with no sign of slowing down. These trainers put a spin on classic shell-toe style with a snakeskin-pattern upper that shines with metallic details. Iconic serrated 3-Stripes and a rubber cupsole keep it authentic.",3.4,28,2020-04-13 15:06:40
616,Women's adidas Originals NMD_R1 Shoes,12999.0,12999,0,Adidas ORIGINALS,"Don't be afraid to shine. These shoes have the best of adidas' latest technical innovations, combined with style that honours the past. A metallic colour-fade midsole and metallic midsole plugs give them a gleaming look.",3.2,1,2020-04-13 15:06:40
617,Women's adidas Originals Swift Run RF Shoes,7599.0,7599,0,Adidas ORIGINALS,Dominate the daily grind. These Swift Run RF Shoes steal style from joggers so you can keep the pace from morning lattes to late-night concerts. The supportive mesh upper and lightweight cushioning keep you comfy no matter how long your day runs.,2.2,75,2020-04-13 15:06:40
618,Women's adidas Originals Superstar Slip-On Shoes,7599.0,7599,0,Adidas ORIGINALS,"Slip-on on your feet and have a chic look in no time. The shoelace-free design has a sporty upper made with elastic straps that wrap around your feet, providing a cozy and comfortable fit. Its modern style stands out in the most diverse combinations, from miniskirt to flare pants.",0.0,76,2020-04-13 15:06:40
619,Women's adidas Originals Superstar Shoes,7999.0,7999,0,Adidas ORIGINALS,"Originally made for basketball courts in the '70s. Championed by hip hop royalty in the '80s. An icon on the streets of today. Favoured by top-level B-ball players for its protective construction, our scalloped rubber shell toe remains. A lifestyle staple recognised the world over. Subtle yet provocative gleaming patent snakeskin through the serrated 3-Stripes and heel patch adds extra edge to any look. So whether you're dressing up or dressing down, make this statement sneaker your own.",4.0,39,2020-04-13 15:06:40
620,Women's adidas Originals Rivalry Low Shoes,7999.0,7999,0,Adidas ORIGINALS,"You were born to sparkle. The Rivalry Low owned the hardwood in the '80s, but its influence extended far beyond basketball. Ready to be rediscovered by a new generation of skaters and artists, these adidas shoes have a soft leather upper with sequin details for a glamorous look that stands out from the crowd.",4.3,80,2020-04-13 15:06:40
621,Women's adidas Originals Superstar Pure LT Shoes,10999.0,10999,0,Adidas ORIGINALS,"Originally made for basketball courts in the '70s. Championed by hip hop royalty in the '80s. An icon on the streets of today. The sturdy rubber shell toe was first designed to protect the toes of B-ball pros across America. For the purists at heart, we strip it back in this minimalist all-leather version. No more sports features. It's a true fashion take but unmistakably the adidas Superstar silhouette. Clean lines and intricate gold branding add a touch of class. Make a casual look chic or dress down your outfit for a special occasion? It works both ways.",4.1,82,2020-04-13 15:06:40
622,Women's adidas Originals Swift Run RF Shoes,7599.0,7599,0,Adidas ORIGINALS,Dominate the daily grind. These Swift Run RF Shoes steal style from joggers so you can keep the pace from morning lattes to late-night concerts. The supportive mesh upper and lightweight cushioning keep you comfy no matter how long your day runs.,1.0,53,2020-04-13 15:06:40
623,Women's adidas Originals Superstar Bold Shoes,10999.0,10999,0,Adidas ORIGINALS,"When a shoe has been at the top of its game for almost half a century, you know there's something pretty special about it. That's the story of the adidas Superstar trainers. They've been cultural touchstones for 50 years, and they're just getting started. These shoes put a trendy spin on the look with a see-through TPU upper and a thick platform outsole that gives you a high vantage point.",3.7,69,2020-04-13 15:06:40
624,Women's adidas Originals Taekwondo Team Shoes,6599.0,3959,40,Adidas ORIGINALS,"This design is inspired by vintage Taekwondo styles originally worn to perfect high kicks and rapid foot strikes. The canvas shoes make a streetwear fashion statement as a chic, foot-hugging slip-on. They're shaped for a narrow, women's-specific fit and ride on a soft gum rubber outsole.",4.6,58,2020-04-13 15:06:40
625,Women's adidas Originals Superstar Shoes,7999.0,7999,0,Adidas ORIGINALS,"The sneaker that changed the face of '70s basketball. That shook up '80s hip hop. Today's ultimate lifestyle staple has never shied away from standing out. Drawing upon all its original glory, this unique rendition features a touch of gold. Its defining feature Ã?Â¢?? shiny patent snakeskin that catches the light just right. Like to follow your own path? Embrace this fierce spin on classic by teaming the shoe with a different look - that's unique to you - every day. From an all-black outfit to pastel layers and everything in between, play the style game your way. Whether you're working hard or playing harder, bring the Superstar sneaker into a space of its own.",4.1,91,2020-04-13 15:06:40
626,Women's adidas Originals Superstar Metal Toe Shoes,8999.0,8999,0,Adidas ORIGINALS,"B-ball hero. Hip hop icon. Cultural power player. Still going strong after fifty years, the adidas Superstar trainer deserves the gold. These shoes flash a golden metal shell toe for 24-karat style. A smooth leather upper is accented with glossy patent leather and metallic details to amp up the shine.",1.0,75,2020-04-13 15:06:40
627,Women's adidas Sport Inspired Cloudfoam Pure Shoes,5599.0,3359,40,Adidas CORE / NEO,These shoes bring the flexibility and feel of lightweight runners to a modern look. The innovative knit upper flashes seamless 3-Stripes on the sides. Ultra-soft cushioning keeps you comfortable all day.,3.2,97,2020-04-13 15:06:40
628,WOMEN'S ADIDAS ORIGINALS DEERUPT SHOES,9999.0,4999,50,Adidas ORIGINALS,"Deerupt taps into the disruptive spirit of contemporary art with a high-impact minimalist design. These shoes are lightweight and collapsible for easy packing. The upper and midsole are covered with a flexible mesh netting that provides light compression for a snug, comfortable feel.",4.0,14,2020-04-13 15:06:40
629,Women's adidas Originals NMD_R1 Primeknit Shoes,13999.0,6999,50,Adidas ORIGINALS,"With a nod to technical outerwear, these shoes blend heritage style with modern innovation. The breathable adidas Primeknit upper is detailed with knit-in color accents. Monofilament yarn in the upper enhances the breathability and see-through look. The Boost midsole provides responsive comfort and is accented with distinctive NMD plugs.",3.2,31,2020-04-13 15:06:40
630,Women's ADIDAS ORIGINALS NMD_R1 STLT PK SHOES,15999.0,7999,50,Adidas ORIGINALS,"A pioneer of contemporary street style, NMD is futuristic and fearless. It rejects the status quo and returns to adidas heritage for inspiration, where it remixes the best of the past for the right here, right now. These women's shoes are made with a flexible, ultralight adidas Primeknit upper that has sock-like construction for a close, contoured fit. Boost cushioning is soft yet responsive. EVA midsole inserts give the shoes signature NMD style.",2.7,11,2020-04-13 15:06:40
631,Women's adidas Originals I-5923 Shoes,11999.0,5999,50,Adidas ORIGINALS,"Updated for extra comfort, these shoes add modern cushioning to a '70s-style runner. The lightweight upper has a stretch mesh build detailed with suede overlays and serrated 3-Stripes. Boost in the midsole provides durable cushioning.",4.8,17,2020-04-13 15:06:40
632,Unisex adidas Originals Continental Vulc Shoes,6599.0,3959,40,Adidas ORIGINALS,"Steeped in nostalgia, the Continental captures the look of indoor sneakers from the early 1980s. These shoes have a canvas upper with a nubuck toe cap. The vulcanized rubber outsole keeps the look clean and classic while providing a comfortable, flexible feel.",2.5,29,2020-04-13 15:06:40
633,Unisex adidas Originals Marathon Tech Shoes,11999.0,7199,40,Adidas ORIGINALS,"These shoes draft off the Marathon TR, a trail-running pioneer that debuted in 1979. The rugged upper mixes breathable mesh and suede overlays with iconic 3-Stripes branding. A midfoot webbing print highlights the addition of responsive Boost cushioning.",4.2,38,2020-04-13 15:06:41
634,Women's adidas Originals NMD_R1 Shoes,12999.0,12999,0,Adidas ORIGINALS,"Don't be afraid to shine. These shoes have the best of adidas' latest technical innovations, combined with style that honours the past. A metallic colour-fade midsole and metallic midsole plugs give them a gleaming look.",4.0,48,2020-04-13 15:06:41
635,Women's adidas Outdoor Mode Sandals,2499.0,1249,50,Adidas SPORT PERFORMANCE,Stylish and sleek adidas Mobe sandals for women are extremely lightweight. Adjustable straps enable optimal fit while the Synthetic upper and soft EVA footbed with fitted heel provide enhanced comfort. Rubber outsole with wet and dry traction pattern keeps you in control.,3.3,25,2020-04-13 15:06:41
636,Unisex adidas Originals Skateboarding 3MC x Jake Donnelly Shoes,6299.0,3779,40,Adidas ORIGINALS,"A modern classic made for everyone, these skate shoes feature Jake Donnelly's signature colours. The white leather upper has suede details, and it features a gold-accented ""Donnelly"" on the heel. The shoes ride a Geoflex outsole that moves naturally with your foot, providing great board feel.",2.8,45,2020-04-13 15:06:41
